name,address,categories,rating,user_ratings_total,place_id,lat,lng,sources
Plum Blossom (Ramen & Fruit Tea),"Miguel Hidalgo y Costilla 126, Centro, 64000 Monterrey, N.L., 墨西哥",餐饮,4.1,130,ChIJq-chDAC_YoYRUdU-_0gdXZk,25.6668779,-100.3151772,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
Plus Pharma,"Priv. Galeana 1016, Topo Chico, 64260 Monterrey, N.L., 墨西哥",医疗/中医,,,ChIJOfiafWuVYoYRWIHw9eblOAU,25.7302486,-100.3241649,药房｜蒙特雷
Prana Masaje Terapéutico,"Rio Missouri 500-local 12, Del Valle, 66220 San Pedro Garza García, N.L., 墨西哥",按摩/养生,5,40,ChIJ4TMLYwC9YoYR5RdiXOjHgsY,25.6586828,-100.3559882,按摩｜蒙特雷
Quiropractico Acupuntura,"Monzón, Industrias del Vidrio 2do Sector, 66490 San Nicolás de los Garza, N.L., 墨西哥",医疗/中医,,,ChIJM3xTbMnqYoYRVlqAIDu_ZW8,25.706652,-100.2531858,针灸｜蒙特雷
R Hair Salon,"Av. Prof. M. Zertuche 521, Zertuche, 67184 Guadalupe, N.L., 墨西哥",美容/美发/美甲,4.8,85,ChIJHwhYEsTBYoYRKrYFdssG0XE,25.6668513,-100.1992305,发廊｜蒙特雷 | 理发｜蒙特雷 | 美发｜蒙特雷
R'chula hair studio,"Avenida Union, C. Parma 145, Parque Industrial Escobedo, 66070 Cdad. Gral. Escobedo, N.L., 墨西哥",美容/美发/美甲,5,2,ChIJk4YKqVuTYoYRhOitEK6x2xg,25.8022589,-100.3430224,发廊｜蒙特雷 | 理发｜蒙特雷
Ramenasai,"66072, Hacienda del Topo, 66072 Cdad. Gral. Escobedo, N.L., 墨西哥",餐饮,4.8,372,ChIJyyVPNluTYoYRL1AgUhzr43U,25.7929486,-100.3291758,jiao zi｜蒙特雷 | jiaozi｜蒙特雷 | 拉面｜蒙特雷
Ramenasai,"Av. Concordia 8001, 66612 Cdad. Apodaca, N.L., 墨西哥",餐饮,4.6,650,ChIJyavWXTiTYoYRZ5fksKj2ZOM,25.7849246,-100.2354769,拉面｜蒙特雷
Repair Workshop,"C. Presidencia Municipal Sur 5436-Sur, Nueva Estanzuela, 64988 Monterrey, N.L., 墨西哥",手机/电子/IT,4.5,20,ChIJ62SYuknHYoYRXrEQMW_Uthc,25.5786657,-100.2395942,维修｜蒙特雷
Reposteria BereCake's,"Calle Sta. Zita 807, 66037 Santa María, N.L., 墨西哥",甜品/茶饮,5,1,ChIJNaW9LQCbYoYRvyMYSgqht6k,25.7799355,-100.4974722,蛋糕｜蒙特雷
Restaurant Pekin,"Vicente Guerrero 624, Centro, 64000 Monterrey, N.L., 墨西哥",餐饮,4.5,539,ChIJmSKfTqrqYoYRxYtOzNhFuu0,25.669844,-100.3142204,中餐｜蒙特雷
Restaurante Hangaram,"Av Lázaro Cárdenas 2810, La República, 64900 Monterrey, N.L., 墨西哥",餐饮,4.5,363,ChIJgX1JUQe_YoYRecK4_zbyYgM,25.6293621,-100.2990752,拉面｜蒙特雷
Rockin Sushi,"Doctor Enrique C. Livas 100, C. Dr. Enrique C. Livas 100, Vista Hermosa, 64620 Monterrey, N.L., 墨西哥",餐饮,4.4,1375,ChIJ5yQdlAyWYoYRd5CrRE-g-As,25.6935875,-100.3565449,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
ROSS'STYLE SALON & BARBERIA,"24 de Junio 303, Dieciocho de Octubre, 66064 Cdad. Gral. Escobedo, N.L., 墨西哥",美容/美发/美甲,4.7,9,ChIJF57qWhORYoYRRlxDb5kRh4M,25.798742,-100.3965192,理发｜蒙特雷
Run Fa Comida China,"墨西哥 Nuevo León, Monterrey, Bernardo Reyes, ADOLFO RUIZ C 2401 E6 CP .00000CELULOSA Y ALFONSO REYES邮政编码: 64280",餐饮,3.8,29,ChIJx2H_PI6VYoYRQP1HNgaACiM,25.7061016,-100.3388455,中餐馆｜蒙特雷 | 中餐｜蒙特雷
Sakura Bakery Mty,"Rosso Fiorentino 406, Arezzo Residencial, 66036 García, N.L., 墨西哥",甜品/茶饮,4.5,8,ChIJ-1wRbVCbYoYRFTXlNuT8cg8,25.7688515,-100.4711262,蛋糕｜蒙特雷
Sally Gran Patio Chipinque,"Av. Manuel Gómez Morín 940, Jerónimo Siller, 66250 San Pedro Garza García, N.L., 墨西哥",美容/美发/美甲,4.5,20,ChIJy-HzmMG9YoYR23p_zQDoqms,25.6441054,-100.3614012,美容｜蒙特雷
Salón de belleza - Tribeca Hair Studio - Revolución,"Av. Revolución 3725, Villa del Río, 64850 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.6,111,ChIJr85njBq_YoYRtCwevt1NTz4,25.6398035,-100.2727533,理发｜蒙特雷
Salón Peluquería (SANTOS ZAGADA),"Plaza villa luis Local 8, Avenida Rómulo garza, Residencial Villa luis, 66476 San Nicolás de los Garza, N.L., 墨西哥",美容/美发/美甲,4.5,68,ChIJsy0Qwd3qYoYR19nG-GSoW9Q,25.7200966,-100.2392052,发廊｜蒙特雷 | 理发｜蒙特雷 | 美发｜蒙特雷
Salón Peluquería JESSY,"Cañada 100, Infonavit Huasteca Tres, 66354 Cdad. Santa Catarina, N.L., 墨西哥",美容/美发/美甲,4.3,11,ChIJHbV3FSCjYoYRz-RoVJR5twA,25.6590327,-100.4553321,理发｜蒙特雷 | 美容｜蒙特雷
SALÓN Y EXTENSIONES YARELY GARZA Hair Designer SALON,"Av Perimetral Sur 1305, Infonavit Adolfo López Mateos, 66360 Cdad. Santa Catarina, N.L., 墨西哥",美容/美发/美甲,5,4,ChIJIxWA0qmZYoYR-FV_KSXffDo,25.6932698,-100.4560468,发廊｜蒙特雷
Samfu lincoln,"Av abraham lincoln Mitras, 64320 Monterrey, N.L., 墨西哥",零售/超市,5,2,ChIJSU5f4Y2VYoYRVBsvcpSxpKc,25.7141687,-100.3485779,食品店｜蒙特雷
Sandra Leal Hair Studio,"Río Moctezuma 110-Interior 9B, entre Calzada del Valle y Rio Caura, Del Valle, 66220 San Pedro Garza García, N.L., 墨西哥",美容/美发/美甲,4.6,20,ChIJnYiyO469YoYRnrkUtYkwdwc,25.6546602,-100.3636006,美发｜蒙特雷
Sandra Sandoval Nails,"C. Insurgentes 212, Chapultepec, 66450 San Nicolás de los Garza, N.L., 墨西哥",美容/美发/美甲,5,130,ChIJXUvyj02VYoYRInXVSbZGONM,25.7428376,-100.2955734,美甲｜蒙特雷
Servicio Automotriz de León,"Sendero Sur 2427, Las Brisas 7o. Sector, 64780 Monterrey, N.L., 墨西哥",汽车/维修,4.6,16,ChIJQ8hV13S_YoYRPTlVgyMpRiQ,25.6274774,-100.2872547,修车｜蒙特雷
Servicio Monterreal,"La Lágrima, 64988 蒙特雷新萊昂州墨西哥",汽车/维修,5,1,ChIJpepA_jeRYoYR4Vz_Oo7yS_c,25.5890956,-100.2492359,修车｜蒙特雷 | 汽修｜蒙特雷
Servicio Y Mantenimiento Automotriz,"Av. Alfonso Reyes 2880, Villa Los Pinos, 64770 Monterrey, N.L., 墨西哥",汽车/维修,4.3,23,ChIJxX2zO1a_YoYRdds-7EWnQKY,25.6363185,-100.2893013,修车｜蒙特雷 | 维修｜蒙特雷
Shang Hai,"Av. Cristóbal Colón 485, Industrial, 64440 Monterrey, N.L., 墨西哥",餐饮,4,47,ChIJPf2nHJKVYoYRdI8uilhQtFY,25.6869637,-100.322074,中餐馆｜蒙特雷
Shi lin chinese food,"Monumento Italia Nuevo León, Bosques de Canadá, Bosques Del Valle, Del Valle Sector Fátima, 66250 Monterrey, N.L., 墨西哥",餐饮,3.5,35,ChIJ__8r_eW9YoYRJA3BaCmxh-s,25.6508506,-100.3734927,中餐馆｜蒙特雷
Shing Long,"Av. Revolución 3448, Contry Tesoro, 64850 Monterrey, N.L., 墨西哥",餐饮,4.4,1407,ChIJRRPvHZG_YoYRBU1kuW2BQsQ,25.6456991,-100.2751093,xiaolongbao｜蒙特雷 | 中餐馆｜蒙特雷
Shing Long Comida China,"Reims 123, Las Torres, 64930 Monterrey, N.L., 墨西哥",餐饮,4.3,493,ChIJD_YFjtu_YoYRbXyC0q5FFN4,25.617765,-100.2810359,jiao zi｜蒙特雷 | jiaozi｜蒙特雷 | 中餐｜蒙特雷
Shun Jing Comida China Express,"Hilario Martinez 1105, Nuevo Repueblo, 64700 Monterrey, N.L., 墨西哥",餐饮,4.5,239,ChIJ1dtNrTS-YoYR8xi6dkV-2U0,25.6574574,-100.3048282,中餐馆｜蒙特雷 | 中餐｜蒙特雷
Shung Jing Comida China Bufet,"Anastacio Bustamante 718, Centro, 66400 San Nicolás de los Garza, N.L., 墨西哥",餐饮,4.3,977,ChIJA-60ZYWUYoYRAFK5mDNxuCc,25.758805,-100.2955565,中餐馆｜蒙特雷 | 中餐｜蒙特雷
Sichi Sushi & Coffee Rest. Mi Plaza Escobedo,"34, Av. Las Torres 710, Sin Nombre de Col 16, 66056 Cdad. Gral. Escobedo, N.L., 墨西哥",餐饮,4.4,655,ChIJL7FSZZaTYoYR01i-RKMqUJs,25.7892344,-100.3210285,jiao zi｜蒙特雷
SimpleChino,"Av. Eugenio Garza Sada Sur 2762, Tecnologico, Distrito Tec, 64700 Monterrey, N.L., 墨西哥",教育/培训,4.6,5,ChIJdyEuf7m_YoYRsXvDSd7W-ns,25.6477903,-100.2907305,中文学校｜蒙特雷 | 中文课｜蒙特雷 | 中文｜蒙特雷
SM Beauty Lab,"Av. Alfonso Reyes 361, Contry Tesoro, 64850 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.6,66,ChIJBw9_hZC_YoYRaZJHKqlGJFA,25.6435738,-100.2748398,美容｜蒙特雷
SNACK LOS REYES,"Calle San Vicente 1232, Fresnos del Lago 3er Sector, 66478 San Nicolás de los Garza, N.L., 墨西哥",餐饮,4.5,15,ChIJ4QXwAwfrYoYRDayTu1YVf4o,25.7370185,-100.2176648,hot pot｜蒙特雷 | hotpot｜蒙特雷
Sofía de León Studio,"av universidad 1250 col villarreal 66427, Villarreal, 66447 San Nicolás de los Garza, N.L., 墨西哥",美容/美发/美甲,4.9,237,ChIJrZ2XLJ2VYoYRxVd3QZC-2wk,25.764054,-100.29312,美发｜蒙特雷
Soho Salón,"Blv. Rogelio Cantú #1000 Local 48 Col, Colinas de San Jerónimo, 64630 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.7,50,ChIJjyV-g8aXYoYRnu287uDSP08,25.6970485,-100.3793412,发廊｜蒙特雷 | 美发｜蒙特雷
Soriana Híper Las Torres,"Av Lázaro Cárdenas 2801, Sin Nombre de Col 39, 64764 Monterrey, N.L., 墨西哥",零售/超市,3.8,1669,ChIJjaVylwi_YoYR7iikc1Ch_88,25.6291435,-100.2956111,超市｜蒙特雷
Spa Republic Mty,"C. Uranio, Santa Cruz 3ER Sector, 67205 Guadalupe, N.L., 墨西哥",按摩/养生,5,1,ChIJ1VlA1pzDYoYR7n6p2jwvlpk,25.6643815,-100.150093,按摩｜蒙特雷
Super UNNO (UNNO Food),"Av. Alfonso Reyes 3516, Alta Vista Lomas, 64770 Monterrey, N.L., 墨西哥",零售/超市,4.4,7,ChIJGWGckZW_YoYRcyxDj1F5ORo,25.6363787,-100.2902553,超市｜蒙特雷
Sushi Brothers,"Av Eloy Cavazos, Sierra Morena, 67190 Guadalupe, N.L., 墨西哥",餐饮,4.4,461,ChIJR_G2tzbBYoYRn2Dk203NL0w,25.6462132,-100.1774592,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
Sushi Daily Marne,"Av. Humberto Lobo, Av. José Vasconcelos 855 esquina, Del Valle, 66200 San Pedro Garza García, N.L., 墨西哥",餐饮,4.5,60,ChIJ58uvJwO9YoYR-tQX1V4nS8I,25.6555035,-100.3844442,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
Sushi Express Cumbres Elite,"AVE, Calle Alejandro de Rodas 153-A, Cumbres Elite, 3er Sector, 06100 Monterrey, N.L., 墨西哥",餐饮,4,775,ChIJzRZkghiXYoYRcxt72tzdmHY,25.7418917,-100.4053164,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
Sushi Factory,"Carretera Nacional Km. 268 S/N Local R-103 y TR-103 La Rioja Privada, Residencial 2da. Etapa, 64984 Monterrey, N.L., 墨西哥",餐饮,4.4,1539,ChIJC5mBE0_HYoYRAJQ1SrFM-3U,25.577255,-100.245517,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
Súper M,"Cam. Al Mirador 4901, La República, 64906 Monterrey, N.L., 墨西哥",零售/超市,3.5,8,ChIJC547Z2a_YoYRgyJcoSgU2TU,25.6258375,-100.2988741,超市｜蒙特雷
Taboo Spa Centro Terapéutico,"Avenida Los Pinos Los Reales 3ER Sector, La Estancia Sector 1-4, 66476 San Nicolás de los Garza, N.L., 墨西哥",按摩/养生,4.5,12,ChIJkfXrQNnrYoYRNdYhSg8iKUk,25.728007,-100.2417443,按摩｜蒙特雷
Tacos Allende,"Calle Ignacio Allende 814, Centro, 64000 Monterrey, N.L., Dr. José Ma. Coss 659, Centro, 64000 Monterrey, N.L., 墨西哥",餐饮,,,ChIJjaOIeCy-YoYR3JiAeYqQTck,25.6697277,-100.3083707,hot pot｜蒙特雷
Tacos Atarantados,"Av Paseo de los Leones 2235, Cumbres 2o. Sector Secc C, 64610 Monterrey, N.L., 墨西哥",餐饮,3.9,795,ChIJT58uxv2XYoYRMTPj84TEu1c,25.7093414,-100.3738916,mala tang｜蒙特雷
tacos el hermano,"Franceses, Carmen Romano López Portillo, 66444 San Nicolás de los Garza, N.L., 墨西哥",餐饮,5,3,ChIJ53BN4LaVYoYRBB1kV29s-Sg,25.7273889,-100.2755397,hot pot｜蒙特雷
Tadaima Ramen House,"Av. Alfonso Reyes 225-C, Contry, 64860 Monterrey, N.L., 墨西哥",餐饮,4.3,495,ChIJnZZqvce_YoYRbNWEzMbSA4o,25.6413735,-100.2807439,jiao zi｜蒙特雷 | jiaozi｜蒙特雷 | 拉面｜蒙特雷
Taiwan Dim Sum,"Av. Simón Bolívar 1561-A, Mitras Centro, 64460 Monterrey, N.L., 墨西哥",餐饮,4.5,2669,ChIJdy7MMOeVYoYR5MVHoZKyrTA,25.6944972,-100.3435181,jiao zi｜蒙特雷 | jiaozi｜蒙特雷 | xiaolongbao｜蒙特雷 | xiaolong｜蒙特雷 | 中餐｜蒙特雷 | 奶茶｜蒙特雷 | 饺子｜蒙特雷
Taller Automotriz,"Centro de Benito Juárez, 67254 华雷斯新萊昂州墨西哥",汽车/维修,2,4,ChIJL6XvRdTCYoYRD3xw8hcp6nY,25.6480657,-100.0845278,修车｜蒙特雷
TALLER AUTOMOTRIZ,"Santa Cecilia, 66636 阿波达卡新萊昂州墨西哥",汽车/维修,2.6,5,ChIJY3x8S6DsYoYR14EOWKj0jJ0,25.7767485,-100.2392789,修车｜蒙特雷
TALLER AUTOMOTRIZ EL MÁRQUEZ,"Av Lázaro Cárdenas 3804, Las Torres, 64930 NUEVO LEON, N.L., 墨西哥",汽车/维修,4.3,20,ChIJ1a6pOAy_YoYRowz5spVdLi4,25.6216961,-100.2869113,修车｜蒙特雷
Taller Mecanico Refaccionaria Mobil Super,"Fresnos VIII, 66636 阿波达卡新萊昂州墨西哥",汽车/维修,,,ChIJwanHoV7rYoYRqcAiMxHfNOo,25.7681559,-100.2418785,修车｜蒙特雷
TALLER MECÁNICO AUTOMOTRIZ MGN,"177 nuevo leon N.L MX, Fernando Amilpa, 66052 Monterrey, 墨西哥",汽车/维修,4.3,21,ChIJ-ZLIj8KTYoYRggf0uRbbpow,25.8013504,-100.2718816,修车｜蒙特雷
TALLER MECÁNICO AUTOMOTRIZ SARELLANO,"Nora Quintana, Eduardo Caballero, 67117 Monterrey, N.L., 墨西哥",汽车/维修,4.8,25,ChIJ3wgVM0vqYoYRctTzvs-5lzE,25.7300001,-100.1963992,修车｜蒙特雷
Taller Mecánico Car Service,"Calle Gral. Aarón Sáenz 3909, Mederos, 64950 Monterrey, N.L., 墨西哥",汽车/维修,4.8,49,ChIJKayChWi_YoYRB5gyuhxZOFY,25.6112544,-100.2718688,修车｜蒙特雷
Taller Mecánico DIXON,"Mina Grande 242, Urbi Villa del Real, 67256 Monterrey, N.L., 墨西哥",汽车/维修,5,1,ChIJKQdwdkDDYoYRAz7KYuF-bEs,25.6847279,-100.0867673,修车｜蒙特雷
Tapioca House,"Calz. del Valle 510-2, Del Valle, 66220 Monterrey, N.L., 墨西哥",甜品/茶饮,4.5,254,ChIJVw9lkY-9YoYR3tBMX8g-8MI,25.6602732,-100.3826234,奶茶｜蒙特雷
Tapioca House,"José María Morelos #110, Centro, 64000 Monterrey, N.L., 墨西哥",甜品/茶饮,4.2,105,ChIJDSEdQy--YoYRz_KcwgfBf9Y,25.6678496,-100.3152843,奶茶｜蒙特雷
Tapioca House Cumbres,"Av Paseo de los Leones 2001-local 26, Cumbres Madeira, 64349 Monterrey, N.L., 墨西哥",甜品/茶饮,4.2,73,ChIJYcydIgSXYoYRIhz--wG4cKA,25.7422873,-100.4121,奶茶｜蒙特雷
Tapioca House UdeM,"Ave Alfonso Reyes, Los Sauces 100, 66237 San Pedro Garza García, N.L., 墨西哥",甜品/茶饮,4.4,131,ChIJt7EF5WW9YoYRqdUmymlIxKk,25.657292,-100.4111681,奶茶｜蒙特雷
Tapiocas Booba Cloud,"a iglesia San Jorge, Av. Las Puentes 775D-2do piso, Las Puentes 6to Sector, 66460 San Nicolás de los Garza, N.L., 墨西哥",甜品/茶饮,4.6,29,ChIJ8wv4OumVYoYRBjn6DCl_aR8,25.7425705,-100.2746371,奶茶｜蒙特雷
"Taqueria ""La Unica""","Valle de San Carlos, 66436 圣尼古拉斯市新萊昂州墨西哥",餐饮,5,17,ChIJL1MoL_zrYoYRvYU61NoSIfM,25.7546323,-100.2558794,小吃｜蒙特雷
taqueria Siberlandia PLAZA,"Benito Juárez #304, Cabecera Municipal (Apodaca), Apodaca Centro, 66600 Cdad. Apodaca, N.L., 墨西哥",餐饮,4.4,878,ChIJufjo7gvsYoYROmf85kVmI0g,25.7823288,-100.1880886,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
Taquería La Mexicana,"Vicente Guerrero 244, Centro, 64000 Monterrey, N.L., 墨西哥",餐饮,4.7,13167,ChIJBQV9Kyi-YoYRQmdII6jfUAE,25.6774654,-100.3133163,mala tang｜蒙特雷
Tcm,"Lic. José López Portillo, Sin Nombre de Col 14, 66052 Cdad. Gral. Escobedo, N.L., 墨西哥",医疗/中医,,,ChIJTejuJDuTYoYRmNS_3bNTPxI,25.8056376,-100.2745439,中医｜蒙特雷 | 针灸｜蒙特雷
Tea for Two,"Valle del Campestre, 66265 圣佩德罗加尔萨加西亚 Nuevo Leon, 墨西哥",甜品/茶饮,4.5,66,ChIJeZynZ-C9YoYRCr3XMgUjDvA,25.6516607,-100.3580768,奶茶｜蒙特雷 | 茶饮｜蒙特雷
Temaky Sushi,"Francisco Garza Sada 2940A, Nuevo Obispado, 64040 Monterrey, N.L., 墨西哥",餐饮,4.5,594,ChIJ828Ji9uVYoYRRcxKt3qIP-o,25.6797368,-100.341513,jiaozi｜蒙特雷
TENDY PELUQUERÍA,"Londres 101, Riberas de San Nicolás, 66434 San Nicolás de los Garza, N.L., 墨西哥",美容/美发/美甲,4.7,26,ChIJldInHuqVYoYR-L4EW1peLrg,25.7515699,-100.2782113,发廊｜蒙特雷 | 理发｜蒙特雷
Tere Martínez Beauty salin,"C. 3 100, Rincón del Poniente, 66368 Cdad. Santa Catarina, N.L., 墨西哥",美容/美发/美甲,5,2,ChIJ4R6ugyyZYoYRtBZZwXfnJp0,25.700615,-100.4636613,美容｜蒙特雷
TERMINAL LOGISTICS DISTRIBUCION,"FFCC Anillo periférico No. 805, 66627 Cdad. Apodaca, N.L., 墨西哥",物流/清关,5,1,ChIJoW5dXs2VYoYRe1ssaZY5rU8,25.7892666,-100.1528413,物流｜蒙特雷
The Barber Shop,"Av. Real San Agustin 222, Zona San Agustín, 66260 San Pedro Garza García, N.L., 墨西哥",美容/美发/美甲,4.3,32,ChIJp6RP1hK-YoYRIAX6BlgFlPM,25.6517358,-100.3382184,理发｜蒙特雷
The Barber Shop Sandoval,"Los Olivos Residencial, Av. Orquídea 107, Misión de San Miguel, 66647 Cdad. Apodaca, N.L., 墨西哥",美容/美发/美甲,4.6,18,ChIJ5_qwLzfpYoYRm8AV8rbyoaE,25.7079655,-100.1504039,理发｜蒙特雷
THE BEAUTY CENTER MX,"P.º de Los Alamos 208, Colinas de San Jerónimo 4o. Sector, 64637 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.8,5,ChIJpZAvNxOXYoYRjtBzUkhFcIc,25.6832966,-100.3656888,美容｜蒙特雷
The Body Time Spa,"Lago Peipus 408, Barrio Margaritas, 64102 Monterrey, N.L., 墨西哥",按摩/养生,4.9,16,ChIJ889w8dCQYoYRaHRY4RhQdTU,25.7721632,-100.4026282,按摩｜蒙特雷
THE BUNSIK,"C. Washington Local102, Centro, 64000 Monterrey, N.L., 墨西哥",餐饮,4.8,130,ChIJr07tGUG_YoYReOa7ICMnVVw,25.6742408,-100.3115324,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
Tienda China Fayuan,"Av. Santo Domingo 107, Nicolás Bravo, 66410 San Nicolás de los Garza, N.L., 墨西哥",零售/超市,5,2,ChIJB9J9n96VYoYRQSCKmLs2xuw,25.7539374,-100.2730641,百货｜蒙特雷
Tienda China Fayuan,"Plaza Caracol, Av. Acapulco #304 Local 1-2, C.P, Lomas de San Miguel, 67113 Guadalupe, N.L., 墨西哥",零售/超市,5,4,ChIJ_4soCQDrYoYRqmW8CztJjf0,25.7228606,-100.1896507,百货｜蒙特雷
Tierra Mojada Relax Center Obispado,"Belisario Dominguez 2470 Piso 2, Local 15, Plaza Semillero Obispado, Obispado, 64060 Monterrey, N.L., 墨西哥",按摩/养生,4.8,58,ChIJE8n51GOVYoYRGjHpMoYihwI,25.6730263,-100.3464501,按摩｜蒙特雷
To-Sushi,"Av Paseo de los Leones 1205, Cumbres 1º Sector, 64610 Monterrey, N.L., 墨西哥",餐饮,4.2,1443,ChIJzxxVnHSWYoYRFhHau6XRK4g,25.6972781,-100.3556497,jiao zi｜蒙特雷
Tokyo men spa,"Reforma 533 oriente, Treviño, 64570 Monterrey, N.L., 墨西哥",按摩/养生,4.4,5,ChIJO4-X7zuVYoYRrfrpqZOo8_M,25.6845159,-100.3089104,按摩｜蒙特雷
Tokyo Noodles,"Naranjo 800, Ebanos IX, 66610 Cdad. Apodaca, N.L., 墨西哥",餐饮,4.6,83,ChIJx1ah8ovtYoYRtCHjOfn8Dt8,25.7812893,-100.238404,面馆｜蒙特雷
Toshi Tiger,"Av. Luis Elizondo 325, Altavista, Distrito Tec, 64840 Monterrey, N.L., 墨西哥",餐饮,4.5,431,ChIJ-Y7ZDSO_YoYReHBN-xkJh5g,25.6489051,-100.2885511,xiaolongbao｜蒙特雷 | 拉面｜蒙特雷 | 面馆｜蒙特雷 | 饺子｜蒙特雷
TOYO FOODS DEL VALLE,"Calle Mississipi 129, Col. ValleSan, 66220 San Pedro Garza García, N.L., 墨西哥",零售/超市,4.5,199,ChIJ-_YFeze9YoYRegKbJ1lDLkY,25.6588224,-100.3658631,超市｜蒙特雷 | 食品店｜蒙特雷
TOYO FOODS MTY BODEGA,"Eje Metropolitano 34 1867, Valle Soleado, 67115 Guadalupe, Lote CONEKTA 2-BODEGA 17, 67110 Monterrey, N.L., 墨西哥",零售/超市,4.4,93,ChIJ_07UmGDqYoYRw8FAX6xIZy4,25.707288,-100.1821234,食品店｜蒙特雷
TOYO FOODS MTY COUNTRY,"Av. Eugenio Garza Sada No. 3750 y 3752, Contry, 64180 Monterrey, N.L., 墨西哥",零售/超市,4.4,236,ChIJD6Cqs9G_YoYRvuhSFXowmCI,25.6349852,-100.283486,亚洲超市｜蒙特雷 | 超市｜蒙特雷 | 食品店｜蒙特雷
TOYO FOODS MTY CUMBRES,"Av Paseo de los Leones 1211, Cumbres 2o. Sector Secc C, 64610 Monterrey, N.L., 墨西哥",零售/超市,4.7,28,ChIJb_cvuhCXYoYRD5k0LNzN7oo,25.7056033,-100.3699885,食品店｜蒙特雷
TRANSHINE,"Av. Benito Juárez, Zona centro, 64000 Monterrey, N.L., 墨西哥",手机/电子/IT,,,ChIJjaAfnJq_YoYR0tpimrPtI70,25.668113,-100.3156642,电子｜蒙特雷
TRIBECA HAIR STUDIO,"Plaza To-Sushi, Av Paseo de los Leones 1209-Local 15, Cumbres 1º Sector, 64610 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.5,205,ChIJEU_wnXSWYoYRDq3PPX0YFeY,25.6974082,-100.3554254,理发｜蒙特雷
Tu Farmacia,"Mujeres Ilustres (Fomerrey 4), 66635 阿波达卡新萊昂州墨西哥",医疗/中医,5,1,ChIJFwCX5KyUYoYRVjLViCIFn6k,25.7640263,-100.2620021,药房｜蒙特雷
Umami Ramen House Galerías Monterrey,"Av Insurgentes 2500, Vista Hermosa, 64620 Monterrey, N.L., 墨西哥",餐饮,4.5,585,ChIJnX9KFgCXYoYRH8i8oeK8g2k,25.6824053,-100.3535855,jiao zi｜蒙特雷 | jiaozi｜蒙特雷 | 拉面｜蒙特雷 | 面馆｜蒙特雷
UMAMI Ramen House Río Orinoco,"Río Orinoco 344, Del Valle, 66220 San Pedro Garza García, N.L., 墨西哥",餐饮,4.5,1545,ChIJv9rqSnq9YoYREtzN7uBvMeM,25.6582548,-100.3600581,jiao zi｜蒙特雷 | jiaozi｜蒙特雷 | 拉面｜蒙特雷
Universo Acupuntural,"Calle París #11, Mirador, 64070 Monterrey, N.L., 墨西哥",医疗/中医,,,ChIJ8ZxohdWVYoYRsXwi5u9QHb4,25.7156079,-100.3493911,针灸｜蒙特雷
UPS Access Point location,"Av Lázaro Cárdenas 2225, Valle Oriente, 66269 Monterrey, N.L., 墨西哥",物流/清关,,,ChIJ3xMp9Gq_YoYR6sVH6AUad6w,25.6537521,-100.3370248,快递｜蒙特雷
Urirestaurante,"Blvrd Julian Treviño Elizondo 403, El Milagro, 66634 Cdad. Apodaca, N.L., 墨西哥",餐饮,4.6,263,ChIJRU-3tB_rYoYRORFgMQxEf0Y,25.7474362,-100.1963905,饺子｜蒙特雷
Uñas Nails,"Magna Vista 4468-2-4468-2, Linda Vista, 67123 Guadalupe, N.L., 墨西哥",美容/美发/美甲,4.6,88,ChIJF0dp77LqYoYRtuPEpCHcyFk,25.689564,-100.2583076,美甲｜蒙特雷
Velié Beauty Spa,"C. Paseo de las Fuentes 4105-4 a, Villa Las Fuentes, 64890 Monterrey, N.L., 墨西哥",美容/美发/美甲,5,7,ChIJyZdX-yK_YoYRKAG8Jxfhn2Y,25.609123,-100.2693884,美容｜蒙特雷
Vietnam Bistro,"Av. Fundadores 1001, Alfareros, 64754 Monterrey, N.L., 墨西哥",餐饮,4.8,222,ChIJI6qkfh6_YoYR82minWDB8-U,25.6358424,-100.3137162,hotpot｜蒙特雷
Vita Salón by Lorenia,"Calz. Mauricio Fernández Garza 108, Miravalle, 64660 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.9,47,ChIJNxwaQh6WYoYRUp1ar2kM5y0,25.6730457,-100.3680743,美发｜蒙特雷
Won Korean BBQ & Grill,"avenida eugenio garza sada 3820, piso 3 local 6, Más Palomas (Valle de Santiago), 64860 Monterrey, N.L., 墨西哥",餐饮,4.7,9492,ChIJ3UnJUQq-YoYRwv1yn4rib5s,25.6339069,-100.2823222,mala tang｜蒙特雷 | 烧烤｜蒙特雷
